"Time","Pop_size","Pop_est","Cull_cost","Cull_count","GA_count","AN_count","Cull_cost","User_budget"
142,10000,10000,10,1000,0,2400,10,10000
143,10000,10000,10,1000,0,2400,10,10000
144,10000,10000,10,1000,0,2400,10,10000
145,10000,10000,10,999,0,2400,10,10000
146,10000,10000,10,1000,0,2400,10,10000
147,10000,10000,10,1000,0,2400,10,10000
148,10000,10000,10,1000,0,2400,10,10000
149,10000,10000,10,998,0,2400,10,10000
150,10000,10000,10,1000,0,2400,10,10000
151,10000,10000,10,1000,0,2400,10,10000
152,10000,10000,10,1000,0,2400,10,10000
153,10000,10000,10,998,0,2400,10,10000
154,10000,10000,10,1000,0,2400,10,10000
155,10000,10000,10,1000,0,2400,10,10000
156,10000,10000,10,1000,0,2400,10,10000
157,10000,10000,10,1000,0,2400,10,10000
158,10000,10000,10,1000,0,2400,10,10000
159,10000,10000,10,1000,0,2400,10,10000
160,10000,10000,10,1000,0,2400,10,10000
161,10000,10000,10,1000,0,2400,10,10000
162,10000,10000,10,999,0,2400,10,10000
163,10000,10000,10,1000,0,2400,10,10000
164,10000,10000,10,1000,0,2400,10,10000
165,10000,10000,10,1000,0,2400,10,10000
166,10000,10000,10,1000,0,2400,10,10000
167,10000,10000,10,1000,0,2400,10,10000
168,10000,10000,10,999,0,2400,10,10000
169,10000,10000,10,1000,0,2400,10,10000
170,10000,10000,10,1000,0,2400,10,10000
171,10000,10000,10,1000,0,2400,10,10000
172,10000,10000,10,1000,0,2400,10,10000
173,10000,10000,10,1000,0,2400,10,10000
174,10000,10000,10,1000,0,2400,10,10000
175,10000,10000,10,1000,0,2400,10,10000
176,10000,10000,10,1000,0,2400,10,10000
177,10000,10000,10,1000,0,2400,10,10000
178,10000,10000,10,1000,0,2400,10,10000
179,10000,10000,10,1000,0,2400,10,10000
180,10000,10000,10,998,0,2400,10,10000
181,10000,10000,10,1000,0,2400,10,10000
182,10000,10000,10,999,0,2400,10,10000
183,10000,10000,10,1000,0,2400,10,10000
184,10000,10000,10,1000,0,2400,10,10000
185,10000,10000,10,1000,0,2400,10,10000
186,10000,10000,10,1000,0,2400,10,10000
187,10000,10000,10,1000,0,2400,10,10000
188,10000,10000,10,1000,0,2400,10,10000
189,10000,10000,10,1000,0,2400,10,10000
190,10000,10000,10,1000,0,2400,10,10000
191,10000,10000,10,1000,0,2400,10,10000
192,10000,10000,10,1000,0,2400,10,10000
193,10000,10000,10,1000,0,2400,10,10000
194,10000,10000,10,1000,0,2400,10,10000
195,10000,10000,10,1000,0,2400,10,10000
196,10000,10000,10,1000,0,2400,10,10000
197,10000,10000,10,1000,0,2400,10,10000
198,10000,10000,10,1000,0,2400,10,10000
199,10000,10000,10,1000,0,2400,10,10000
200,10000,10000,10,999,0,2400,10,10000
101,10000,10000,10,1000,0,2000,10,10000
102,10000,10000,10,999,0,2000,10,10000
103,10000,10000,10,1000,0,2000,10,10000
104,10000,10000,10,1000,0,2000,10,10000
105,10000,10000,10,998,0,2000,10,10000
106,10000,10000,10,1000,0,2000,10,10000
107,10000,10000,10,1000,0,2000,10,10000
108,10000,10000,10,999,0,2000,10,10000
109,10000,10000,10,1000,0,2000,10,10000
110,10000,10000,10,1000,0,2000,10,10000
111,10000,10000,10,1000,0,2000,10,10000
112,10000,10000,10,1000,0,2000,10,10000
113,10000,10000,10,1000,0,2000,10,10000
114,10000,10000,10,1000,0,2000,10,10000
115,10000,10000,10,1000,0,2000,10,10000
116,10000,10000,10,1000,0,2000,10,10000
117,10000,10000,10,1000,0,2000,10,10000
118,10000,10000,10,997,0,2000,10,10000
119,10000,10000,10,1000,0,2000,10,10000
120,10000,10000,10,1000,0,2000,10,10000
121,10000,10000,10,1000,0,2000,10,10000
122,10000,10000,10,1000,0,2000,10,10000
123,10000,10000,10,1000,0,2000,10,10000
124,10000,10000,10,1000,0,2000,10,10000
125,10000,10000,10,1000,0,2000,10,10000
126,10000,10000,10,1000,0,2000,10,10000
127,10000,10000,10,1000,0,2000,10,10000
128,10000,10000,10,999,0,2000,10,10000
129,10000,10000,10,1000,0,2000,10,10000
130,10000,10000,10,1000,0,2000,10,10000
131,10000,10000,10,1000,0,2000,10,10000
132,10000,10000,10,999,0,2000,10,10000
133,10000,10000,10,1000,0,2000,10,10000
134,10000,10000,10,1000,0,2000,10,10000
135,10000,10000,10,1000,0,2000,10,10000
136,10000,10000,10,993,0,2000,10,10000
137,10000,10000,10,1000,0,2000,10,10000
138,10000,10000,10,1000,0,2000,10,10000
139,10000,10000,10,1000,0,2000,10,10000
140,10000,10000,10,1000,0,2000,10,10000
141,10000,10000,10,1000,0,2000,10,10000
142,10000,10000,10,999,0,2000,10,10000
143,10000,10000,10,1000,0,2000,10,10000
144,10000,10000,10,1000,0,2000,10,10000
145,10000,10000,10,1000,0,2000,10,10000
146,10000,10000,10,1000,0,2000,10,10000
147,10000,10000,10,1000,0,2000,10,10000
148,10000,10000,10,999,0,2000,10,10000
149,10000,10000,10,1000,0,2000,10,10000
150,10000,10000,10,1000,0,2000,10,10000
151,10000,10000,10,1000,0,2000,10,10000
152,10000,10000,10,1000,0,2000,10,10000
153,10000,10000,10,1000,0,2000,10,10000
154,10000,10000,10,1000,0,2000,10,10000
155,10000,10000,10,1000,0,2000,10,10000
156,10000,10000,10,999,0,2000,10,10000
157,10000,10000,10,1000,0,2000,10,10000
158,10000,10000,10,1000,0,2000,10,10000
159,10000,10000,10,1000,0,2000,10,10000
160,10000,10000,10,999,0,2000,10,10000
161,10000,10000,10,1000,0,2000,10,10000
162,10000,10000,10,999,0,2000,10,10000
163,10000,10000,10,1000,0,2000,10,10000
164,10000,10000,10,999,0,2000,10,10000
165,10000,10000,10,1000,0,2000,10,10000
166,10000,10000,10,1000,0,2000,10,10000
167,10000,10000,10,1000,0,2000,10,10000
168,10000,10000,10,1000,0,2000,10,10000
169,10000,10000,10,1000,0,2000,10,10000
170,10000,10000,10,1000,0,2000,10,10000
171,10000,10000,10,999,0,2000,10,10000
172,10000,10000,10,1000,0,2000,10,10000
173,10000,10000,10,1000,0,2000,10,10000
174,10000,10000,10,999,0,2000,10,10000
175,10000,10000,10,1000,0,2000,10,10000
176,10000,10000,10,1000,0,2000,10,10000
177,10000,10000,10,1000,0,2000,10,10000
178,10000,10000,10,1000,0,2000,10,10000
179,10000,10000,10,1000,0,2000,10,10000
180,10000,10000,10,1000,0,2000,10,10000
181,10000,10000,10,1000,0,2000,10,10000
182,10000,10000,10,1000,0,2000,10,10000
183,10000,10000,10,1000,0,2000,10,10000
184,10000,10000,10,1000,0,2000,10,10000
185,10000,10000,10,999,0,2000,10,10000
186,10000,10000,10,1000,0,2000,10,10000
187,10000,10000,10,1000,0,2000,10,10000
188,10000,10000,10,998,0,2000,10,10000
189,10000,10000,10,1000,0,2000,10,10000
190,10000,10000,10,1000,0,2000,10,10000
191,10000,10000,10,1000,0,2000,10,10000
192,10000,10000,10,1000,0,2000,10,10000
193,10000,10000,10,1000,0,2000,10,10000
194,10000,10000,10,1000,0,2000,10,10000
195,10000,10000,10,1000,0,2000,10,10000
196,10000,10000,10,1000,0,2000,10,10000
197,10000,10000,10,1000,0,2000,10,10000
198,10000,10000,10,1000,0,2000,10,10000
199,10000,10000,10,1000,0,2000,10,10000
200,10000,10000,10,1000,0,2000,10,10000
101,10000,10000,10,1000,0,2200,10,10000
102,10000,10000,10,1000,0,2200,10,10000
103,10000,10000,10,1000,0,2200,10,10000
104,10000,10000,10,1000,0,2200,10,10000
105,10000,10000,10,1000,0,2200,10,10000
106,10000,10000,10,1000,0,2200,10,10000
107,10000,10000,10,1000,0,2200,10,10000
108,10000,10000,10,1000,0,2200,10,10000
109,10000,10000,10,999,0,2200,10,10000
110,10000,10000,10,999,0,2200,10,10000
111,10000,10000,10,1000,0,2200,10,10000
112,10000,10000,10,1000,0,2200,10,10000
113,10000,10000,10,1000,0,2200,10,10000
114,10000,10000,10,1000,0,2200,10,10000
115,10000,10000,10,1000,0,2200,10,10000
116,10000,10000,10,1000,0,2200,10,10000
117,10000,10000,10,1000,0,2200,10,10000
118,10000,10000,10,1000,0,2200,10,10000
119,10000,10000,10,1000,0,2200,10,10000
120,10000,10000,10,1000,0,2200,10,10000
121,10000,10000,10,1000,0,2200,10,10000
122,10000,10000,10,1000,0,2200,10,10000
123,10000,10000,10,1000,0,2200,10,10000
124,10000,10000,10,1000,0,2200,10,10000
125,10000,10000,10,1000,0,2200,10,10000
126,10000,10000,10,1000,0,2200,10,10000
127,10000,10000,10,999,0,2200,10,10000
128,10000,10000,10,1000,0,2200,10,10000
129,10000,10000,10,1000,0,2200,10,10000
130,10000,10000,10,1000,0,2200,10,10000
131,10000,10000,10,999,0,2200,10,10000
132,10000,10000,10,998,0,2200,10,10000
133,10000,10000,10,1000,0,2200,10,10000
134,10000,10000,10,1000,0,2200,10,10000
135,10000,10000,10,1000,0,2200,10,10000
136,10000,10000,10,1000,0,2200,10,10000
137,10000,10000,10,1000,0,2200,10,10000
138,10000,10000,10,997,0,2200,10,10000
139,10000,10000,10,1000,0,2200,10,10000
140,10000,10000,10,1000,0,2200,10,10000
141,10000,10000,10,1000,0,2200,10,10000
142,10000,10000,10,1000,0,2200,10,10000
143,10000,10000,10,1000,0,2200,10,10000
144,10000,10000,10,1000,0,2200,10,10000
145,10000,10000,10,1000,0,2200,10,10000
146,10000,10000,10,1000,0,2200,10,10000
147,10000,10000,10,1000,0,2200,10,10000
148,10000,10000,10,1000,0,2200,10,10000
149,10000,10000,10,998,0,2200,10,10000
150,10000,10000,10,1000,0,2200,10,10000
151,10000,10000,10,1000,0,2200,10,10000
152,10000,10000,10,1000,0,2200,10,10000
153,10000,10000,10,1000,0,2200,10,10000
154,10000,10000,10,1000,0,2200,10,10000
155,10000,10000,10,1000,0,2200,10,10000
156,10000,10000,10,1000,0,2200,10,10000
157,10000,10000,10,1000,0,2200,10,10000
158,10000,10000,10,1000,0,2200,10,10000
159,10000,10000,10,999,0,2200,10,10000
160,10000,10000,10,1000,0,2200,10,10000
161,10000,10000,10,1000,0,2200,10,10000
162,10000,10000,10,1000,0,2200,10,10000
163,10000,10000,10,1000,0,2200,10,10000
164,10000,10000,10,998,0,2200,10,10000
165,10000,10000,10,1000,0,2200,10,10000
166,10000,10000,10,1000,0,2200,10,10000
167,10000,10000,10,1000,0,2200,10,10000
168,10000,10000,10,1000,0,2200,10,10000
169,10000,10000,10,1000,0,2200,10,10000
170,10000,10000,10,1000,0,2200,10,10000
171,10000,10000,10,999,0,2200,10,10000
172,10000,10000,10,1000,0,2200,10,10000
173,10000,10000,10,1000,0,2200,10,10000
174,10000,10000,10,1000,0,2200,10,10000
175,10000,10000,10,998,0,2200,10,10000
176,10000,10000,10,1000,0,2200,10,10000
177,10000,10000,10,1000,0,2200,10,10000
178,10000,10000,10,1000,0,2200,10,10000
179,10000,10000,10,1000,0,2200,10,10000
180,10000,10000,10,1000,0,2200,10,10000
181,10000,10000,10,999,0,2200,10,10000
182,10000,10000,10,1000,0,2200,10,10000
183,10000,10000,10,1000,0,2200,10,10000
184,10000,10000,10,1000,0,2200,10,10000
185,10000,10000,10,1000,0,2200,10,10000
186,10000,10000,10,1000,0,2200,10,10000
187,10000,10000,10,1000,0,2200,10,10000
188,10000,10000,10,999,0,2200,10,10000
189,10000,10000,10,1000,0,2200,10,10000
190,10000,10000,10,1000,0,2200,10,10000
191,10000,10000,10,1000,0,2200,10,10000
192,10000,10000,10,1000,0,2200,10,10000
193,10000,10000,10,1000,0,2200,10,10000
194,10000,10000,10,1000,0,2200,10,10000
195,10000,10000,10,997,0,2200,10,10000
196,10000,10000,10,999,0,2200,10,10000
197,10000,10000,10,1000,0,2200,10,10000
198,10000,10000,10,1000,0,2200,10,10000
199,10000,10000,10,1000,0,2200,10,10000
200,10000,10000,10,1000,0,2200,10,10000
101,10000,10000,10,1000,0,2800,10,10000
102,10000,10000,10,1000,0,2800,10,10000
103,10000,10000,10,1000,0,2800,10,10000
104,10000,10000,10,1000,0,2800,10,10000
105,10000,10000,10,1000,0,2800,10,10000
106,10000,10000,10,1000,0,2800,10,10000
107,10000,10000,10,999,0,2800,10,10000
108,10000,10000,10,1000,0,2800,10,10000
109,10000,10000,10,1000,0,2800,10,10000
110,10000,10000,10,1000,0,2800,10,10000
111,10000,10000,10,999,0,2800,10,10000
112,10000,10000,10,1000,0,2800,10,10000
113,10000,10000,10,999,0,2800,10,10000
114,10000,10000,10,1000,0,2800,10,10000
115,10000,10000,10,1000,0,2800,10,10000
116,10000,10000,10,1000,0,2800,10,10000
117,10000,10000,10,1000,0,2800,10,10000
118,10000,10000,10,1000,0,2800,10,10000
119,10000,10000,10,998,0,2800,10,10000
120,10000,10000,10,1000,0,2800,10,10000
121,10000,10000,10,1000,0,2800,10,10000
122,10000,10000,10,999,0,2800,10,10000
123,10000,10000,10,1000,0,2800,10,10000
124,10000,10000,10,999,0,2800,10,10000
125,10000,10000,10,1000,0,2800,10,10000
126,10000,10000,10,1000,0,2800,10,10000
127,10000,10000,10,1000,0,2800,10,10000
128,10000,10000,10,1000,0,2800,10,10000
129,10000,10000,10,1000,0,2800,10,10000
130,10000,10000,10,999,0,2800,10,10000
131,10000,10000,10,1000,0,2800,10,10000
132,10000,10000,10,1000,0,2800,10,10000
133,10000,10000,10,1000,0,2800,10,10000
134,10000,10000,10,998,0,2800,10,10000
135,10000,10000,10,1000,0,2800,10,10000
136,10000,10000,10,1000,0,2800,10,10000
137,10000,10000,10,1000,0,2800,10,10000
138,10000,10000,10,999,0,2800,10,10000
139,10000,10000,10,999,0,2800,10,10000
140,10000,10000,10,1000,0,2800,10,10000
141,10000,10000,10,1000,0,2800,10,10000
142,10000,10000,10,1000,0,2800,10,10000
143,10000,10000,10,999,0,2800,10,10000
144,10000,10000,10,1000,0,2800,10,10000
145,10000,10000,10,1000,0,2800,10,10000
146,10000,10000,10,1000,0,2800,10,10000
147,10000,10000,10,1000,0,2800,10,10000
148,10000,10000,10,1000,0,2800,10,10000
149,10000,10000,10,1000,0,2800,10,10000
150,10000,10000,10,1000,0,2800,10,10000
151,10000,10000,10,1000,0,2800,10,10000
152,10000,10000,10,1000,0,2800,10,10000
153,10000,10000,10,998,0,2800,10,10000
154,10000,10000,10,997,0,2800,10,10000
155,10000,10000,10,1000,0,2800,10,10000
156,10000,10000,10,1000,0,2800,10,10000
157,10000,10000,10,1000,0,2800,10,10000
158,10000,10000,10,1000,0,2800,10,10000
159,10000,10000,10,1000,0,2800,10,10000
160,10000,10000,10,998,0,2800,10,10000
161,10000,10000,10,1000,0,2800,10,10000
162,10000,10000,10,1000,0,2800,10,10000
163,10000,10000,10,1000,0,2800,10,10000
164,10000,10000,10,999,0,2800,10,10000
165,10000,10000,10,1000,0,2800,10,10000
166,10000,10000,10,1000,0,2800,10,10000
167,10000,10000,10,1000,0,2800,10,10000
168,10000,10000,10,1000,0,2800,10,10000
169,10000,10000,10,999,0,2800,10,10000
170,10000,10000,10,1000,0,2800,10,10000
171,10000,10000,10,1000,0,2800,10,10000
172,10000,10000,10,1000,0,2800,10,10000
173,10000,10000,10,1000,0,2800,10,10000
174,10000,10000,10,1000,0,2800,10,10000
175,10000,10000,10,1000,0,2800,10,10000
176,10000,10000,10,1000,0,2800,10,10000
177,10000,10000,10,1000,0,2800,10,10000
178,10000,10000,10,1000,0,2800,10,10000
179,10000,10000,10,1000,0,2800,10,10000
180,10000,10000,10,997,0,2800,10,10000
181,10000,10000,10,1000,0,2800,10,10000
182,10000,10000,10,1000,0,2800,10,10000
183,10000,10000,10,1000,0,2800,10,10000
184,10000,10000,10,999,0,2800,10,10000
185,10000,10000,10,1000,0,2800,10,10000
186,10000,10000,10,1000,0,2800,10,10000
187,10000,10000,10,1000,0,2800,10,10000
188,10000,10000,10,1000,0,2800,10,10000
189,10000,10000,10,999,0,2800,10,10000
190,10000,10000,10,1000,0,2800,10,10000
191,10000,10000,10,998,0,2800,10,10000
192,10000,10000,10,1000,0,2800,10,10000
193,10000,10000,10,1000,0,2800,10,10000
194,10000,10000,10,1000,0,2800,10,10000
195,10000,10000,10,1000,0,2800,10,10000
196,10000,10000,10,1000,0,2800,10,10000
197,10000,10000,10,1000,0,2800,10,10000
198,10000,10000,10,1000,0,2800,10,10000
199,10000,10000,10,1000,0,2800,10,10000
200,10000,10000,10,1000,0,2800,10,10000
101,10000,10000,10,1000,0,3600,10,10000
102,10000,10000,10,1000,0,3600,10,10000
103,10000,10000,10,1000,0,3600,10,10000
104,10000,10000,10,1000,0,3600,10,10000
105,10000,10000,10,1000,0,3600,10,10000
106,10000,10000,10,1000,0,3600,10,10000
107,10000,10000,10,1000,0,3600,10,10000
108,10000,10000,10,1000,0,3600,10,10000
109,10000,10000,10,999,0,3600,10,10000
110,10000,10000,10,999,0,3600,10,10000
111,10000,10000,10,1000,0,3600,10,10000
112,10000,10000,10,997,0,3600,10,10000
113,10000,10000,10,1000,0,3600,10,10000
114,10000,10000,10,1000,0,3600,10,10000
115,10000,10000,10,1000,0,3600,10,10000
116,10000,10000,10,1000,0,3600,10,10000
117,10000,10000,10,1000,0,3600,10,10000
118,10000,10000,10,998,0,3600,10,10000
119,10000,10000,10,1000,0,3600,10,10000
120,10000,10000,10,999,0,3600,10,10000
121,10000,10000,10,1000,0,3600,10,10000
122,10000,10000,10,1000,0,3600,10,10000
123,10000,10000,10,1000,0,3600,10,10000
124,10000,10000,10,1000,0,3600,10,10000
125,10000,10000,10,1000,0,3600,10,10000
126,10000,10000,10,1000,0,3600,10,10000
127,10000,10000,10,1000,0,3600,10,10000
128,10000,10000,10,1000,0,3600,10,10000
129,10000,10000,10,1000,0,3600,10,10000
130,10000,10000,10,999,0,3600,10,10000
131,10000,10000,10,1000,0,3600,10,10000
132,10000,10000,10,1000,0,3600,10,10000
133,10000,10000,10,1000,0,3600,10,10000
134,10000,10000,10,1000,0,3600,10,10000
135,10000,10000,10,1000,0,3600,10,10000
136,10000,10000,10,999,0,3600,10,10000
137,10000,10000,10,1000,0,3600,10,10000
138,10000,10000,10,1000,0,3600,10,10000
139,10000,10000,10,1000,0,3600,10,10000
140,10000,10000,10,1000,0,3600,10,10000
141,10000,10000,10,1000,0,3600,10,10000
142,10000,10000,10,1000,0,3600,10,10000
143,10000,10000,10,1000,0,3600,10,10000
144,10000,10000,10,1000,0,3600,10,10000
145,10000,10000,10,1000,0,3600,10,10000
146,10000,10000,10,1000,0,3600,10,10000
147,10000,10000,10,1000,0,3600,10,10000
148,10000,10000,10,1000,0,3600,10,10000
149,10000,10000,10,1000,0,3600,10,10000
150,10000,10000,10,1000,0,3600,10,10000
151,10000,10000,10,1000,0,3600,10,10000
152,10000,10000,10,1000,0,3600,10,10000
153,10000,10000,10,1000,0,3600,10,10000
154,10000,10000,10,1000,0,3600,10,10000
155,10000,10000,10,1000,0,3600,10,10000
156,10000,10000,10,999,0,3600,10,10000
157,10000,10000,10,1000,0,3600,10,10000
158,10000,10000,10,1000,0,3600,10,10000
159,10000,10000,10,999,0,3600,10,10000
160,10000,10000,10,1000,0,3600,10,10000
161,10000,10000,10,1000,0,3600,10,10000
162,10000,10000,10,1000,0,3600,10,10000
163,10000,10000,10,1000,0,3600,10,10000
164,10000,10000,10,1000,0,3600,10,10000
165,10000,10000,10,1000,0,3600,10,10000
166,10000,10000,10,1000,0,3600,10,10000
167,10000,10000,10,1000,0,3600,10,10000
168,10000,10000,10,1000,0,3600,10,10000
169,10000,10000,10,1000,0,3600,10,10000
170,10000,10000,10,1000,0,3600,10,10000
171,10000,10000,10,1000,0,3600,10,10000
172,10000,10000,10,1000,0,3600,10,10000
173,10000,10000,10,1000,0,3600,10,10000
174,10000,10000,10,1000,0,3600,10,10000
175,10000,10000,10,1000,0,3600,10,10000
176,10000,10000,10,999,0,3600,10,10000
177,10000,10000,10,1000,0,3600,10,10000
178,10000,10000,10,1000,0,3600,10,10000
179,10000,10000,10,1000,0,3600,10,10000
180,10000,10000,10,1000,0,3600,10,10000
181,10000,10000,10,999,0,3600,10,10000
182,10000,10000,10,1000,0,3600,10,10000
183,10000,10000,10,1000,0,3600,10,10000
184,10000,10000,10,1000,0,3600,10,10000
185,10000,10000,10,1000,0,3600,10,10000
186,10000,10000,10,1000,0,3600,10,10000
187,10000,10000,10,1000,0,3600,10,10000
188,10000,10000,10,1000,0,3600,10,10000
189,10000,10000,10,1000,0,3600,10,10000
190,10000,10000,10,1000,0,3600,10,10000
191,10000,10000,10,1000,0,3600,10,10000
192,10000,10000,10,999,0,3600,10,10000
193,10000,10000,10,998,0,3600,10,10000
194,10000,10000,10,999,0,3600,10,10000
195,10000,10000,10,1000,0,3600,10,10000
196,10000,10000,10,1000,0,3600,10,10000
197,10000,10000,10,1000,0,3600,10,10000
198,10000,10000,10,1000,0,3600,10,10000
199,10000,10000,10,1000,0,3600,10,10000
200,10000,10000,10,1000,0,3600,10,10000
101,10000,10000,10,1000,0,4800,10,10000
102,10000,10000,10,1000,0,4800,10,10000
103,10000,10000,10,1000,0,4800,10,10000
104,10000,10000,10,1000,0,4800,10,10000
105,10000,10000,10,1000,0,4800,10,10000
106,10000,10000,10,1000,0,4800,10,10000
107,10000,10000,10,1000,0,4800,10,10000
108,10000,10000,10,1000,0,4800,10,10000
109,10000,10000,10,1000,0,4800,10,10000
110,10000,10000,10,999,0,4800,10,10000
111,10000,10000,10,1000,0,4800,10,10000
112,10000,10000,10,1000,0,4800,10,10000
113,10000,10000,10,1000,0,4800,10,10000
114,10000,10000,10,1000,0,4800,10,10000
115,10000,10000,10,1000,0,4800,10,10000
116,10000,10000,10,1000,0,4800,10,10000
117,10000,10000,10,1000,0,4800,10,10000
118,10000,10000,10,1000,0,4800,10,10000
119,10000,10000,10,1000,0,4800,10,10000
120,10000,10000,10,998,0,4800,10,10000
121,10000,10000,10,999,0,4800,10,10000
122,10000,10000,10,1000,0,4800,10,10000
123,10000,10000,10,1000,0,4800,10,10000
124,10000,10000,10,1000,0,4800,10,10000
125,10000,10000,10,1000,0,4800,10,10000
126,10000,10000,10,1000,0,4800,10,10000
127,10000,10000,10,1000,0,4800,10,10000
128,10000,10000,10,1000,0,4800,10,10000
129,10000,10000,10,1000,0,4800,10,10000
130,10000,10000,10,1000,0,4800,10,10000
131,10000,10000,10,1000,0,4800,10,10000
132,10000,10000,10,1000,0,4800,10,10000
133,10000,10000,10,1000,0,4800,10,10000
134,10000,10000,10,1000,0,4800,10,10000
135,10000,10000,10,1000,0,4800,10,10000
136,10000,10000,10,1000,0,4800,10,10000
137,10000,10000,10,1000,0,4800,10,10000
138,10000,10000,10,1000,0,4800,10,10000
139,10000,10000,10,1000,0,4800,10,10000
140,10000,10000,10,1000,0,4800,10,10000
141,10000,10000,10,1000,0,4800,10,10000
142,10000,10000,10,1000,0,4800,10,10000
143,10000,10000,10,1000,0,4800,10,10000
144,10000,10000,10,1000,0,4800,10,10000
145,10000,10000,10,1000,0,4800,10,10000
146,10000,10000,10,1000,0,4800,10,10000
147,10000,10000,10,1000,0,4800,10,10000
148,10000,10000,10,999,0,4800,10,10000
149,10000,10000,10,996,0,4800,10,10000
150,10000,10000,10,1000,0,4800,10,10000
151,10000,10000,10,1000,0,4800,10,10000
152,10000,10000,10,1000,0,4800,10,10000
153,10000,10000,10,1000,0,4800,10,10000
154,10000,10000,10,1000,0,4800,10,10000
155,10000,10000,10,1000,0,4800,10,10000
156,10000,10000,10,1000,0,4800,10,10000
157,10000,10000,10,1000,0,4800,10,10000
158,10000,10000,10,1000,0,4800,10,10000
159,10000,10000,10,1000,0,4800,10,10000
160,10000,10000,10,1000,0,4800,10,10000
161,10000,10000,10,1000,0,4800,10,10000
162,10000,10000,10,1000,0,4800,10,10000
163,10000,10000,10,1000,0,4800,10,10000
164,10000,10000,10,1000,0,4800,10,10000
165,10000,10000,10,1000,0,4800,10,10000
166,10000,10000,10,1000,0,4800,10,10000
167,10000,10000,10,1000,0,4800,10,10000
168,10000,10000,10,1000,0,4800,10,10000
169,10000,10000,10,1000,0,4800,10,10000
170,10000,10000,10,1000,0,4800,10,10000
171,10000,10000,10,1000,0,4800,10,10000
172,10000,10000,10,1000,0,4800,10,10000
173,10000,10000,10,999,0,4800,10,10000
174,10000,10000,10,1000,0,4800,10,10000
175,10000,10000,10,998,0,4800,10,10000
176,10000,10000,10,1000,0,4800,10,10000
177,10000,10000,10,1000,0,4800,10,10000
178,10000,10000,10,1000,0,4800,10,10000
179,10000,10000,10,1000,0,4800,10,10000
180,10000,10000,10,1000,0,4800,10,10000
181,10000,10000,10,1000,0,4800,10,10000
182,10000,10000,10,1000,0,4800,10,10000
183,10000,10000,10,1000,0,4800,10,10000
184,10000,10000,10,1000,0,4800,10,10000
185,10000,10000,10,1000,0,4800,10,10000
186,10000,10000,10,1000,0,4800,10,10000
187,10000,10000,10,1000,0,4800,10,10000
188,10000,10000,10,1000,0,4800,10,10000
189,10000,10000,10,1000,0,4800,10,10000
190,10000,10000,10,998,0,4800,10,10000
191,10000,10000,10,1000,0,4800,10,10000
192,10000,10000,10,1000,0,4800,10,10000
193,10000,10000,10,1000,0,4800,10,10000
194,10000,10000,10,1000,0,4800,10,10000
195,10000,10000,10,1000,0,4800,10,10000
196,10000,10000,10,1000,0,4800,10,10000
197,10000,10000,10,1000,0,4800,10,10000
198,10000,10000,10,1000,0,4800,10,10000
199,10000,10000,10,1000,0,4800,10,10000
200,10000,10000,10,1000,0,4800,10,10000
101,10000,10000,10,1000,0,5200,10,10000
102,10000,10000,10,1000,0,5200,10,10000
103,10000,10000,10,1000,0,5200,10,10000
104,10000,10000,10,1000,0,5200,10,10000
105,10000,10000,10,1000,0,5200,10,10000
106,10000,10000,10,1000,0,5200,10,10000
107,10000,10000,10,1000,0,5200,10,10000
108,10000,10000,10,1000,0,5200,10,10000
109,10000,10000,10,1000,0,5200,10,10000
110,10000,10000,10,1000,0,5200,10,10000
111,10000,10000,10,1000,0,5200,10,10000
112,10000,10000,10,1000,0,5200,10,10000
113,10000,10000,10,1000,0,5200,10,10000
114,10000,10000,10,1000,0,5200,10,10000
115,10000,10000,10,1000,0,5200,10,10000
116,10000,10000,10,1000,0,5200,10,10000
117,10000,10000,10,1000,0,5200,10,10000
118,10000,10000,10,1000,0,5200,10,10000
119,10000,10000,10,1000,0,5200,10,10000
120,10000,10000,10,1000,0,5200,10,10000
121,10000,10000,10,1000,0,5200,10,10000
122,10000,10000,10,999,0,5200,10,10000
123,10000,10000,10,1000,0,5200,10,10000
124,10000,10000,10,1000,0,5200,10,10000
125,10000,10000,10,1000,0,5200,10,10000
126,10000,10000,10,999,0,5200,10,10000
127,10000,10000,10,999,0,5200,10,10000
128,10000,10000,10,1000,0,5200,10,10000
129,10000,10000,10,1000,0,5200,10,10000
130,10000,10000,10,1000,0,5200,10,10000
131,10000,10000,10,1000,0,5200,10,10000
132,10000,10000,10,999,0,5200,10,10000
133,10000,10000,10,1000,0,5200,10,10000
134,10000,10000,10,1000,0,5200,10,10000
135,10000,10000,10,1000,0,5200,10,10000
136,10000,10000,10,1000,0,5200,10,10000
137,10000,10000,10,1000,0,5200,10,10000
138,10000,10000,10,1000,0,5200,10,10000
139,10000,10000,10,1000,0,5200,10,10000
140,10000,10000,10,1000,0,5200,10,10000
141,10000,10000,10,999,0,5200,10,10000
142,10000,10000,10,1000,0,5200,10,10000
143,10000,10000,10,1000,0,5200,10,10000
144,10000,10000,10,1000,0,5200,10,10000
145,10000,10000,10,999,0,5200,10,10000
146,10000,10000,10,1000,0,5200,10,10000
147,10000,10000,10,1000,0,5200,10,10000
148,10000,10000,10,1000,0,5200,10,10000
149,10000,10000,10,1000,0,5200,10,10000
150,10000,10000,10,1000,0,5200,10,10000
151,10000,10000,10,1000,0,5200,10,10000
